team_id,team_url,fifa_version,fifa_update,fifa_update_date,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
113010,/team/113010/mexico/210056,21,56,2021-07-30,Mexico,2136,World Cup Women,,83,Mexico,73,72,72,73,,Estadio Azteca,113009,3,,,,23.91,23.52,227452,227466,227466,227466,227466,227452,227466,227466,Pressure On Heavy Touch,6,7,,,,,Long Ball,,,6,4,3,3,,,,,,,,
113009,/team/113009/united-states/210055,21,55,2021-07-27,United States,2136,World Cup Women,,95,United States,86,89,86,84,37350129,Lumen Field,113000,10,,,,29.91,29.3,226177,226328,226328,226330,226328,226328,226330,226328,Balanced,4,4,,,,,Balanced,,,4,4,3,3,,,,,,,,
113004,/team/113004/germany/210055,21,55,2021-07-27,Germany,2136,World Cup Women,,21,Germany,83,84,84,81,35280557,BayArena,113009,10,,,,25.91,24.74,226302,226308,226308,226308,226308,226308,226308,226308,Pressure On Heavy Touch,6,6,,,,,Balanced,,,6,6,3,3,,,,,,,,
113002,/team/113002/england/210055,21,55,2021-07-27,England,2136,World Cup Women,,14,England,82,81,81,83,35280567,Wembley Stadium,113003,6,,,,27.82,27.26,226358,226358,227254,226358,226358,227255,235659,227254,Balanced,5,5,,,,,Balanced,,,5,3,3,3,,,,,,,,
113003,/team/113003/france/210055,21,55,2021-07-27,France,2136,World Cup Women,,18,France,82,85,81,82,464820,Parc des Princes,113002,7,,,,26.82,25.91,227318,227350,227318,227350,227350,227331,227331,227350,Balanced,5,6,,,,,Balanced,,,6,5,3,3,,,,,,,,
113011,/team/113011/netherlands/210055,21,55,2021-07-27,Netherlands,2136,World Cup Women,,37,Poland,81,82,84,79,455803,Johan Cruijff ArenA,113004,8,,,,27.0,25.7,233749,233747,233747,233747,233747,233747,233747,233747,Pressure On Heavy Touch,5,6,,,,,Balanced,,,5,6,3,3,,,,,,,,
112998,/team/112998/australia/210055,21,55,2021-07-27,Australia,2136,World Cup Women,,195,Australia,79,80,78,79,37303727,Eastpoint Arena (Football Ground),113258,5,,,,26.73,26.96,227125,227112,227109,227109,227112,227125,227112,227112,Balanced,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
112999,/team/112999/brazil/210055,21,55,2021-07-27,Brazil,2136,World Cup Women,,54,Brazil,79,82,78,80,37469773,O Dromo,113009,8,,,,30.91,31.3,245204,245205,245206,245205,245206,245205,245194,245194,Balanced,5,5,,,,,Balanced,,,5,4,3,3,,,,,,,,
113006,/team/113006/japan-women/210055,21,55,2021-07-27,Japan Women,2136,World Cup Women,,163,Japan,79,79,79,80,37347540,Panasonic Stadium Suita,113009,8,,,,25.91,24.43,226997,227030,227030,227030,227030,227018,227030,227030,Balanced,5,7,,,,,Balanced,,,4,5,3,3,,,,,,,,
113008,/team/113008/sweden/210055,21,55,2021-07-27,Sweden,2136,World Cup Women,,46,Sweden,79,80,79,78,35279752,Stadion Neder,113007,8,,,,29.55,27.43,226975,226968,226968,226968,226968,233364,226987,226987,Pressure On Heavy Touch,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113000,/team/113000/canada/210055,21,55,2021-07-27,Canada,2136,World Cup Women,,70,Canada,78,78,78,78,37428117,BC Place Stadium,113009,7,,,,27.73,27.3,226359,226359,226359,226359,226359,226359,226359,226359,Balanced,7,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113012,/team/113012/spain/210055,21,55,2021-07-27,Spain,2136,World Cup Women,,45,Spain,78,78,77,78,35279765,Wanda Metropolitano,113003,4,,,,26.64,24.87,227190,227203,227203,227203,227203,227192,227203,227192,Press After Possession Loss,5,7,,,,,Balanced,,,6,4,3,3,,,,,,,,
113001,/team/113001/china-pr/210055,21,55,2021-07-27,China PR,2136,World Cup Women,,155,China PR,77,79,76,78,466607,Stadion Olympik,113006,5,,,,26.82,27.22,226922,226917,226917,226917,226917,226915,226917,226917,Balanced,4,5,,,,,Balanced,,,6,3,3,3,,,,,,,,
113007,/team/113007/norway/210055,21,55,2021-07-27,Norway,2136,World Cup Women,,36,Norway,77,77,78,79,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.91,25.17,227282,227102,227102,227102,227102,227102,227102,227323,Pressure On Heavy Touch,5,6,,,,,Long Ball,,,5,5,3,3,,,,,,,,
113984,/team/113984/scotland/210055,21,55,2021-07-27,Scotland,2136,World Cup Women,,42,Scotland,77,78,78,77,37296295,Stadion Olympik,113002,2,,,,27.55,27.74,245875,245879,245879,245879,245879,245872,245872,245872,Balanced,6,4,,,,,Long Ball,,,8,3,3,3,,,,,,,,
113258,/team/113258/new-zealand/210055,21,55,2021-07-27,New Zealand,2136,World Cup Women,,198,New Zealand,74,67,74,77,37524489,Arena d'Oro,112998,2,,,,28.27,26.74,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,4,,,,,Long Ball,,,4,3,3,3,,,,,,,,
113010,/team/113010/mexico/210055,21,55,2021-07-27,Mexico,2136,World Cup Women,,83,Mexico,73,72,72,73,,Estadio Azteca,113009,3,,,,23.91,23.52,227452,227466,227466,227466,227466,227452,227466,227466,Pressure On Heavy Touch,6,7,,,,,Long Ball,,,6,4,3,3,,,,,,,,
113009,/team/113009/united-states/210054,21,54,2021-07-23,United States,2136,World Cup Women,,95,United States,86,89,86,84,37350129,Lumen Field,113000,10,,,,29.91,29.3,226177,226328,226328,226330,226328,226328,226330,226328,Balanced,4,4,,,,,Balanced,,,4,4,3,3,,,,,,,,
113004,/team/113004/germany/210054,21,54,2021-07-23,Germany,2136,World Cup Women,,21,Germany,83,84,84,81,35280557,BayArena,113009,10,,,,25.91,24.74,226302,226308,226308,226308,226308,226308,226308,226308,Pressure On Heavy Touch,6,6,,,,,Balanced,,,6,6,3,3,,,,,,,,
113002,/team/113002/england/210054,21,54,2021-07-23,England,2136,World Cup Women,,14,England,82,81,81,83,35280567,Wembley Stadium,113003,6,,,,27.82,27.26,226358,226358,227254,226358,226358,227255,235659,227254,Balanced,5,5,,,,,Balanced,,,5,3,3,3,,,,,,,,
113003,/team/113003/france/210054,21,54,2021-07-23,France,2136,World Cup Women,,18,France,82,85,81,82,464820,Parc des Princes,113002,7,,,,26.82,25.91,227318,227350,227318,227350,227350,227331,227331,227350,Balanced,5,6,,,,,Balanced,,,6,5,3,3,,,,,,,,
113011,/team/113011/netherlands/210054,21,54,2021-07-23,Netherlands,2136,World Cup Women,,37,Poland,81,82,84,79,455803,Johan Cruijff ArenA,113004,8,,,,27.0,25.7,233749,233747,233747,233747,233747,233747,233747,233747,Pressure On Heavy Touch,5,6,,,,,Balanced,,,5,6,3,3,,,,,,,,
112998,/team/112998/australia/210054,21,54,2021-07-23,Australia,2136,World Cup Women,,195,Australia,79,80,78,79,37303727,Eastpoint Arena (Football Ground),113258,5,,,,26.73,26.96,227125,227112,227109,227109,227112,227125,227112,227112,Balanced,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
112999,/team/112999/brazil/210054,21,54,2021-07-23,Brazil,2136,World Cup Women,,54,Brazil,79,82,78,80,37469773,O Dromo,113009,8,,,,30.91,31.3,245204,245205,245206,245205,245206,245205,245194,245194,Balanced,5,5,,,,,Balanced,,,5,4,3,3,,,,,,,,
113006,/team/113006/japan-women/210054,21,54,2021-07-23,Japan Women,2136,World Cup Women,,163,Japan,79,79,79,80,37347540,Panasonic Stadium Suita,113009,8,,,,25.91,24.43,226997,227030,227030,227030,227030,227018,227030,227030,Balanced,5,7,,,,,Balanced,,,4,5,3,3,,,,,,,,
113008,/team/113008/sweden/210054,21,54,2021-07-23,Sweden,2136,World Cup Women,,46,Sweden,79,80,79,78,35279752,Stadion Neder,113007,8,,,,29.55,27.43,226975,226968,226968,226968,226968,233364,226987,226987,Pressure On Heavy Touch,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113000,/team/113000/canada/210054,21,54,2021-07-23,Canada,2136,World Cup Women,,70,Canada,78,78,78,78,37428117,BC Place Stadium,113009,7,,,,27.73,27.3,226359,226359,226359,226359,226359,226359,226359,226359,Balanced,7,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113012,/team/113012/spain/210054,21,54,2021-07-23,Spain,2136,World Cup Women,,45,Spain,78,78,77,78,35279765,Wanda Metropolitano,113003,4,,,,26.64,24.87,227190,227203,227203,227203,227203,227192,227203,227192,Press After Possession Loss,5,7,,,,,Balanced,,,6,4,3,3,,,,,,,,
113001,/team/113001/china-pr/210054,21,54,2021-07-23,China PR,2136,World Cup Women,,155,China PR,77,79,76,78,466607,Stadion Olympik,113006,5,,,,26.82,27.22,226922,226917,226917,226917,226917,226915,226917,226917,Balanced,4,5,,,,,Balanced,,,6,3,3,3,,,,,,,,
113007,/team/113007/norway/210054,21,54,2021-07-23,Norway,2136,World Cup Women,,36,Norway,77,77,78,79,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.91,25.17,227282,227102,227102,227102,227102,227102,227102,227323,Pressure On Heavy Touch,5,6,,,,,Long Ball,,,5,5,3,3,,,,,,,,
113984,/team/113984/scotland/210054,21,54,2021-07-23,Scotland,2136,World Cup Women,,42,Scotland,77,78,78,77,37296295,Stadion Olympik,113002,2,,,,27.55,27.74,245875,245879,245879,245879,245879,245872,245872,245872,Balanced,6,4,,,,,Long Ball,,,8,3,3,3,,,,,,,,
113258,/team/113258/new-zealand/210054,21,54,2021-07-23,New Zealand,2136,World Cup Women,,198,New Zealand,74,67,74,77,37524489,Arena d'Oro,112998,2,,,,28.27,26.74,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,4,,,,,Long Ball,,,4,3,3,3,,,,,,,,
113010,/team/113010/mexico/210054,21,54,2021-07-23,Mexico,2136,World Cup Women,,83,Mexico,73,72,72,73,,Estadio Azteca,113009,3,,,,23.91,23.52,227452,227466,227466,227466,227466,227452,227466,227466,Pressure On Heavy Touch,6,7,,,,,Long Ball,,,6,4,3,3,,,,,,,,
113009,/team/113009/united-states/210053,21,53,2021-07-19,United States,2136,World Cup Women,,95,United States,86,89,86,84,37350129,Lumen Field,113000,10,,,,29.91,29.3,226177,226328,226328,226330,226328,226328,226330,226328,Balanced,4,4,,,,,Balanced,,,4,4,3,3,,,,,,,,
113004,/team/113004/germany/210053,21,53,2021-07-19,Germany,2136,World Cup Women,,21,Germany,83,84,84,81,35280557,BayArena,113009,10,,,,25.91,24.74,226302,226308,226308,226308,226308,226308,226308,226308,Pressure On Heavy Touch,6,6,,,,,Balanced,,,6,6,3,3,,,,,,,,
113002,/team/113002/england/210053,21,53,2021-07-19,England,2136,World Cup Women,,14,England,82,81,81,83,35280567,Wembley Stadium,113003,6,,,,27.82,27.26,226358,226358,227254,226358,226358,227255,235659,227254,Balanced,5,5,,,,,Balanced,,,5,3,3,3,,,,,,,,
113003,/team/113003/france/210053,21,53,2021-07-19,France,2136,World Cup Women,,18,France,82,85,81,82,464820,Parc des Princes,113002,7,,,,26.82,25.91,227318,227350,227318,227350,227350,227331,227331,227350,Balanced,5,6,,,,,Balanced,,,6,5,3,3,,,,,,,,
113011,/team/113011/netherlands/210053,21,53,2021-07-19,Netherlands,2136,World Cup Women,,37,Poland,81,82,84,79,455803,Johan Cruijff ArenA,113004,8,,,,27.0,25.7,233749,233747,233747,233747,233747,233747,233747,233747,Pressure On Heavy Touch,5,6,,,,,Balanced,,,5,6,3,3,,,,,,,,
112998,/team/112998/australia/210053,21,53,2021-07-19,Australia,2136,World Cup Women,,195,Australia,79,80,78,79,37303727,Eastpoint Arena (Football Ground),113258,5,,,,26.73,26.96,227125,227112,227109,227109,227112,227125,227112,227112,Balanced,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
112999,/team/112999/brazil/210053,21,53,2021-07-19,Brazil,2136,World Cup Women,,54,Brazil,79,82,78,80,37469773,O Dromo,113009,8,,,,30.91,31.3,245204,245205,245206,245205,245206,245205,245194,245194,Balanced,5,5,,,,,Balanced,,,5,4,3,3,,,,,,,,
113006,/team/113006/japan-women/210053,21,53,2021-07-19,Japan Women,2136,World Cup Women,,163,Japan,79,79,79,80,37347540,Panasonic Stadium Suita,113009,8,,,,25.91,24.43,226997,227030,227030,227030,227030,227018,227030,227030,Balanced,5,7,,,,,Balanced,,,4,5,3,3,,,,,,,,
113008,/team/113008/sweden/210053,21,53,2021-07-19,Sweden,2136,World Cup Women,,46,Sweden,79,80,79,78,35279752,Stadion Neder,113007,8,,,,29.55,27.43,226975,226968,226968,226968,226968,233364,226987,226987,Pressure On Heavy Touch,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113000,/team/113000/canada/210053,21,53,2021-07-19,Canada,2136,World Cup Women,,70,Canada,78,78,78,78,37428117,BC Place Stadium,113009,7,,,,27.73,27.3,226359,226359,226359,226359,226359,226359,226359,226359,Balanced,7,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113012,/team/113012/spain/210053,21,53,2021-07-19,Spain,2136,World Cup Women,,45,Spain,78,78,77,78,35279765,Wanda Metropolitano,113003,4,,,,26.64,24.87,227190,227203,227203,227203,227203,227192,227203,227192,Press After Possession Loss,5,7,,,,,Balanced,,,6,4,3,3,,,,,,,,
113001,/team/113001/china-pr/210053,21,53,2021-07-19,China PR,2136,World Cup Women,,155,China PR,77,79,76,78,466607,Stadion Olympik,113006,5,,,,26.82,27.22,226922,226917,226917,226917,226917,226915,226917,226917,Balanced,4,5,,,,,Balanced,,,6,3,3,3,,,,,,,,
113007,/team/113007/norway/210053,21,53,2021-07-19,Norway,2136,World Cup Women,,36,Norway,77,77,78,79,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.91,25.17,227282,227102,227102,227102,227102,227102,227102,227323,Pressure On Heavy Touch,5,6,,,,,Long Ball,,,5,5,3,3,,,,,,,,
113984,/team/113984/scotland/210053,21,53,2021-07-19,Scotland,2136,World Cup Women,,42,Scotland,77,78,78,77,37296295,Stadion Olympik,113002,2,,,,27.55,27.74,245875,245879,245879,245879,245879,245872,245872,245872,Balanced,6,4,,,,,Long Ball,,,8,3,3,3,,,,,,,,
113258,/team/113258/new-zealand/210053,21,53,2021-07-19,New Zealand,2136,World Cup Women,,198,New Zealand,74,67,74,77,37524489,Arena d'Oro,112998,2,,,,28.27,26.74,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,4,,,,,Long Ball,,,4,3,3,3,,,,,,,,
113010,/team/113010/mexico/210053,21,53,2021-07-19,Mexico,2136,World Cup Women,,83,Mexico,73,72,72,73,,Estadio Azteca,113009,3,,,,23.91,23.52,227452,227466,227466,227466,227466,227452,227466,227466,Pressure On Heavy Touch,6,7,,,,,Long Ball,,,6,4,3,3,,,,,,,,
113009,/team/113009/united-states/210052,21,52,2021-07-15,United States,2136,World Cup Women,,95,United States,86,89,86,84,37350129,Lumen Field,113000,10,,,,29.91,29.3,226177,226328,226328,226330,226328,226328,226330,226328,Balanced,4,4,,,,,Balanced,,,4,4,3,3,,,,,,,,
113004,/team/113004/germany/210052,21,52,2021-07-15,Germany,2136,World Cup Women,,21,Germany,83,84,84,81,35280557,BayArena,113009,10,,,,25.91,24.74,226302,226308,226308,226308,226308,226308,226308,226308,Pressure On Heavy Touch,6,6,,,,,Balanced,,,6,6,3,3,,,,,,,,
113002,/team/113002/england/210052,21,52,2021-07-15,England,2136,World Cup Women,,14,England,82,81,81,83,35280567,Wembley Stadium,113003,6,,,,27.82,27.26,226358,226358,227254,226358,226358,227255,235659,227254,Balanced,5,5,,,,,Balanced,,,5,3,3,3,,,,,,,,
113003,/team/113003/france/210052,21,52,2021-07-15,France,2136,World Cup Women,,18,France,82,85,81,82,464820,Parc des Princes,113002,7,,,,26.82,25.91,227318,227350,227318,227350,227350,227331,227331,227350,Balanced,5,6,,,,,Balanced,,,6,5,3,3,,,,,,,,
113011,/team/113011/netherlands/210052,21,52,2021-07-15,Netherlands,2136,World Cup Women,,37,Poland,81,82,84,79,455803,Johan Cruijff ArenA,113004,8,,,,27.0,25.7,233749,233747,233747,233747,233747,233747,233747,233747,Pressure On Heavy Touch,5,6,,,,,Balanced,,,5,6,3,3,,,,,,,,
112998,/team/112998/australia/210052,21,52,2021-07-15,Australia,2136,World Cup Women,,195,Australia,79,80,78,79,37303727,Eastpoint Arena (Football Ground),113258,5,,,,26.73,26.96,227125,227112,227109,227109,227112,227125,227112,227112,Balanced,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
112999,/team/112999/brazil/210052,21,52,2021-07-15,Brazil,2136,World Cup Women,,54,Brazil,79,82,78,80,37469773,O Dromo,113009,8,,,,30.91,31.3,245204,245205,245206,245205,245206,245205,245194,245194,Balanced,5,5,,,,,Balanced,,,5,4,3,3,,,,,,,,
113006,/team/113006/japan-women/210052,21,52,2021-07-15,Japan Women,2136,World Cup Women,,163,Japan,79,79,79,80,37347540,Panasonic Stadium Suita,113009,8,,,,25.91,24.43,226997,227030,227030,227030,227030,227018,227030,227030,Balanced,5,7,,,,,Balanced,,,4,5,3,3,,,,,,,,
113008,/team/113008/sweden/210052,21,52,2021-07-15,Sweden,2136,World Cup Women,,46,Sweden,79,80,79,78,35279752,Stadion Neder,113007,8,,,,29.55,27.43,226975,226968,226968,226968,226968,233364,226987,226987,Pressure On Heavy Touch,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113000,/team/113000/canada/210052,21,52,2021-07-15,Canada,2136,World Cup Women,,70,Canada,78,78,78,78,37428117,BC Place Stadium,113009,7,,,,27.73,27.3,226359,226359,226359,226359,226359,226359,226359,226359,Balanced,7,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113012,/team/113012/spain/210052,21,52,2021-07-15,Spain,2136,World Cup Women,,45,Spain,78,78,77,78,35279765,Wanda Metropolitano,113003,4,,,,26.64,24.87,227190,227203,227203,227203,227203,227192,227203,227192,Press After Possession Loss,5,7,,,,,Balanced,,,6,4,3,3,,,,,,,,
113001,/team/113001/china-pr/210052,21,52,2021-07-15,China PR,2136,World Cup Women,,155,China PR,77,79,76,78,466607,Stadion Olympik,113006,5,,,,26.82,27.22,226922,226917,226917,226917,226917,226915,226917,226917,Balanced,4,5,,,,,Balanced,,,6,3,3,3,,,,,,,,
113007,/team/113007/norway/210052,21,52,2021-07-15,Norway,2136,World Cup Women,,36,Norway,77,77,78,79,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.91,25.17,227282,227102,227102,227102,227102,227102,227102,227323,Pressure On Heavy Touch,5,6,,,,,Long Ball,,,5,5,3,3,,,,,,,,
113984,/team/113984/scotland/210052,21,52,2021-07-15,Scotland,2136,World Cup Women,,42,Scotland,77,78,78,77,37296295,Stadion Olympik,113002,2,,,,27.55,27.74,245875,245879,245879,245879,245879,245872,245872,245872,Balanced,6,4,,,,,Long Ball,,,8,3,3,3,,,,,,,,
113258,/team/113258/new-zealand/210052,21,52,2021-07-15,New Zealand,2136,World Cup Women,,198,New Zealand,74,67,74,77,37524489,Arena d'Oro,112998,2,,,,28.27,26.74,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,4,,,,,Long Ball,,,4,3,3,3,,,,,,,,
113010,/team/113010/mexico/210052,21,52,2021-07-15,Mexico,2136,World Cup Women,,83,Mexico,73,72,72,73,,Estadio Azteca,113009,3,,,,23.91,23.52,227452,227466,227466,227466,227466,227452,227466,227466,Pressure On Heavy Touch,6,7,,,,,Long Ball,,,6,4,3,3,,,,,,,,
113009,/team/113009/united-states/210051,21,51,2021-07-12,United States,2136,World Cup Women,,95,United States,86,89,86,84,37350129,Lumen Field,113000,10,,,,29.91,29.3,226177,226328,226328,226330,226328,226328,226330,226328,Balanced,4,4,,,,,Balanced,,,4,4,3,3,,,,,,,,
113004,/team/113004/germany/210051,21,51,2021-07-12,Germany,2136,World Cup Women,,21,Germany,83,84,84,81,35280557,BayArena,113009,10,,,,25.91,24.74,226302,226308,226308,226308,226308,226308,226308,226308,Pressure On Heavy Touch,6,6,,,,,Balanced,,,6,6,3,3,,,,,,,,
113002,/team/113002/england/210051,21,51,2021-07-12,England,2136,World Cup Women,,14,England,82,81,81,83,35280567,Wembley Stadium,113003,6,,,,27.82,27.26,226358,226358,227254,226358,226358,227255,235659,227254,Balanced,5,5,,,,,Balanced,,,5,3,3,3,,,,,,,,
113003,/team/113003/france/210051,21,51,2021-07-12,France,2136,World Cup Women,,18,France,82,85,81,82,464820,Parc des Princes,113002,7,,,,26.82,25.91,227318,227350,227318,227350,227350,227331,227331,227350,Balanced,5,6,,,,,Balanced,,,6,5,3,3,,,,,,,,
113011,/team/113011/netherlands/210051,21,51,2021-07-12,Netherlands,2136,World Cup Women,,37,Poland,81,82,84,79,455803,Johan Cruijff ArenA,113004,8,,,,27.0,25.7,233749,233747,233747,233747,233747,233747,233747,233747,Pressure On Heavy Touch,5,6,,,,,Balanced,,,5,6,3,3,,,,,,,,
112998,/team/112998/australia/210051,21,51,2021-07-12,Australia,2136,World Cup Women,,195,Australia,79,80,78,79,37303727,Eastpoint Arena (Football Ground),113258,5,,,,26.73,26.96,227125,227112,227109,227109,227112,227125,227112,227112,Balanced,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
112999,/team/112999/brazil/210051,21,51,2021-07-12,Brazil,2136,World Cup Women,,54,Brazil,79,82,78,80,37469773,O Dromo,113009,8,,,,30.91,31.3,245204,245205,245206,245205,245206,245205,245194,245194,Balanced,5,5,,,,,Balanced,,,5,4,3,3,,,,,,,,
113006,/team/113006/japan-women/210051,21,51,2021-07-12,Japan Women,2136,World Cup Women,,163,Japan,79,79,79,80,37347540,Panasonic Stadium Suita,113009,8,,,,25.91,24.43,226997,227030,227030,227030,227030,227018,227030,227030,Balanced,5,7,,,,,Balanced,,,4,5,3,3,,,,,,,,
113008,/team/113008/sweden/210051,21,51,2021-07-12,Sweden,2136,World Cup Women,,46,Sweden,79,80,79,78,35279752,Stadion Neder,113007,8,,,,29.55,27.43,226975,226968,226968,226968,226968,233364,226987,226987,Pressure On Heavy Touch,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113000,/team/113000/canada/210051,21,51,2021-07-12,Canada,2136,World Cup Women,,70,Canada,78,78,78,78,37428117,BC Place Stadium,113009,7,,,,27.73,27.3,226359,226359,226359,226359,226359,226359,226359,226359,Balanced,7,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113012,/team/113012/spain/210051,21,51,2021-07-12,Spain,2136,World Cup Women,,45,Spain,78,78,77,78,35279765,Wanda Metropolitano,113003,4,,,,26.64,24.87,227190,227203,227203,227203,227203,227192,227203,227192,Press After Possession Loss,5,7,,,,,Balanced,,,6,4,3,3,,,,,,,,
113001,/team/113001/china-pr/210051,21,51,2021-07-12,China PR,2136,World Cup Women,,155,China PR,77,79,76,78,466607,Stadion Olympik,113006,5,,,,26.82,27.22,226922,226917,226917,226917,226917,226915,226917,226917,Balanced,4,5,,,,,Balanced,,,6,3,3,3,,,,,,,,
113007,/team/113007/norway/210051,21,51,2021-07-12,Norway,2136,World Cup Women,,36,Norway,77,77,78,79,37357800,Stadion Europa (Generic Europe 2),113008,4,,,,25.91,25.17,227282,227102,227102,227102,227102,227102,227102,227323,Pressure On Heavy Touch,5,6,,,,,Long Ball,,,5,5,3,3,,,,,,,,
113984,/team/113984/scotland/210051,21,51,2021-07-12,Scotland,2136,World Cup Women,,42,Scotland,77,78,78,77,37296295,Stadion Olympik,113002,2,,,,27.55,27.74,245875,245879,245879,245879,245879,245872,245872,245872,Balanced,6,4,,,,,Long Ball,,,8,3,3,3,,,,,,,,
113258,/team/113258/new-zealand/210051,21,51,2021-07-12,New Zealand,2136,World Cup Women,,198,New Zealand,74,67,74,77,37524489,Arena d'Oro,112998,2,,,,28.27,26.74,233343,233343,233343,233343,233343,233343,233343,233343,Balanced,4,4,,,,,Long Ball,,,4,3,3,3,,,,,,,,
113010,/team/113010/mexico/210051,21,51,2021-07-12,Mexico,2136,World Cup Women,,83,Mexico,73,72,72,73,,Estadio Azteca,113009,3,,,,23.91,23.52,227452,227466,227466,227466,227466,227452,227466,227466,Pressure On Heavy Touch,6,7,,,,,Long Ball,,,6,4,3,3,,,,,,,,
113009,/team/113009/united-states/210050,21,50,2021-07-09,United States,2136,World Cup Women,,95,United States,86,89,86,84,37350129,Lumen Field,113000,10,,,,29.91,29.3,226177,226328,226328,226330,226328,226328,226330,226328,Balanced,4,4,,,,,Balanced,,,4,4,3,3,,,,,,,,
113004,/team/113004/germany/210050,21,50,2021-07-09,Germany,2136,World Cup Women,,21,Germany,83,84,84,81,35280557,BayArena,113009,10,,,,25.91,24.74,226302,226308,226308,226308,226308,226308,226308,226308,Pressure On Heavy Touch,6,6,,,,,Balanced,,,6,6,3,3,,,,,,,,
113002,/team/113002/england/210050,21,50,2021-07-09,England,2136,World Cup Women,,14,England,82,81,81,83,35280567,Wembley Stadium,113003,6,,,,27.82,27.26,226358,226358,227254,226358,226358,227255,235659,227254,Balanced,5,5,,,,,Balanced,,,5,3,3,3,,,,,,,,
113003,/team/113003/france/210050,21,50,2021-07-09,France,2136,World Cup Women,,18,France,82,85,81,82,464820,Parc des Princes,113002,7,,,,26.82,25.91,227318,227350,227318,227350,227350,227331,227331,227350,Balanced,5,6,,,,,Balanced,,,6,5,3,3,,,,,,,,
113011,/team/113011/netherlands/210050,21,50,2021-07-09,Netherlands,2136,World Cup Women,,37,Poland,81,82,84,79,455803,Johan Cruijff ArenA,113004,8,,,,27.0,25.7,233749,233747,233747,233747,233747,233747,233747,233747,Pressure On Heavy Touch,5,6,,,,,Balanced,,,5,6,3,3,,,,,,,,
112998,/team/112998/australia/210050,21,50,2021-07-09,Australia,2136,World Cup Women,,195,Australia,79,80,78,79,37303727,Eastpoint Arena (Football Ground),113258,5,,,,26.73,26.96,227125,227112,227109,227109,227112,227125,227112,227112,Balanced,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
112999,/team/112999/brazil/210050,21,50,2021-07-09,Brazil,2136,World Cup Women,,54,Brazil,79,82,78,80,37469773,O Dromo,113009,8,,,,30.91,31.3,245204,245205,245206,245205,245206,245205,245194,245194,Balanced,5,5,,,,,Balanced,,,5,4,3,3,,,,,,,,
113006,/team/113006/japan-women/210050,21,50,2021-07-09,Japan Women,2136,World Cup Women,,163,Japan,79,79,79,80,37347540,Panasonic Stadium Suita,113009,8,,,,25.91,24.43,226997,227030,227030,227030,227030,227018,227030,227030,Balanced,5,7,,,,,Balanced,,,4,5,3,3,,,,,,,,
113008,/team/113008/sweden/210050,21,50,2021-07-09,Sweden,2136,World Cup Women,,46,Sweden,79,80,79,78,35279752,Stadion Neder,113007,8,,,,29.55,27.43,226975,226968,226968,226968,226968,233364,226987,226987,Pressure On Heavy Touch,6,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
113000,/team/113000/canada/210050,21,50,2021-07-09,Canada,2136,World Cup Women,,70,Canada,78,78,78,78,37428117,BC Place Stadium,113009,7,,,,27.73,27.3,226359,226359,226359,226359,226359,226359,226359,226359,Balanced,7,5,,,,,Balanced,,,7,3,3,3,,,,,,,,
