player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
266910,/player/266910/rylee-foster/230002,23,2,2022-09-26,R. Foster,Rylee Foster,GK,65,70,875000,500,23,1998-08-13,180,68,2216,Women's Super League,1,116343,Liverpool W,SUB,13,,2020-07-01,2023,70,Canada,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,2000000,,,,,,,,,9,7,8,31,7,9,11,13,33,25,35,34,47,62,58,47,62,28,66,8,20,14,8,58,21,56,14,11,10,65,64,63,64,65,35,24+2,24+2,24+2,24,26,26,26,24,29+2,29+2,29+2,26+2,30+2,30+2,30+2,26+2,22+2,27+2,27+2,27+2,22+2,22+2,24+2,24+2,24+2,22+2,64+2,https://cdn.sofifa.net/players/266/910/23_120.png
266921,/player/266921/carla-humphrey/230002,23,2,2022-09-26,C. Humphrey,Carla Humphrey,CM,65,68,950000,500,25,1996-12-15,168,60,2216,Women's Super League,1,116343,Liverpool W,SUB,17,,2021-07-01,2023,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-),No,2200000,,,67,51,63,68,63,62,54,53,45,69,38,68,57,50,64,69,71,64,71,60,72,45,61,63,66,55,52,61,60,64,51,63,66,65,67,8,8,9,7,6,,58+2,58+2,58+2,63,62,62,62,63,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,63+2,13+2,https://cdn.sofifa.net/players/266/921/23_120.png
268989,/player/268989/manon-heil/230002,23,2,2022-09-26,M. Heil,Manon Heil,GK,65,69,775000,500,25,1997-03-11,173,69,2218,Feminine Division 1,1,116036,Fleury 91 W,SUB,1,,2020-06-18,2027,18,France,,,,Right,2,1,1,Medium/Medium,Stocky (170-185),No,1700000,,,,,,,,,15,9,11,23,9,12,14,14,26,16,33,38,34,59,43,47,57,28,60,9,19,14,7,35,14,31,11,15,10,60,64,63,66,71,35,23+2,23+2,23+2,21,23,23,23,21,23+2,23+2,23+2,23+2,24+2,24+2,24+2,23+2,22+2,23+2,23+2,23+2,22+2,21+2,23+2,23+2,23+2,21+2,64+2,https://cdn.sofifa.net/players/268/989/23_120.png
269655,/player/269655/telma-ivarsdottir/230002,23,2,2022-09-26,T. Ívarsdóttir,Telma Ívarsdóttir,GK,65,74,,,23,1999-03-30,178,68,,,,,,,,,,,24,Iceland,116428,SUB,12,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,,,,10,7,8,15,7,8,11,11,22,11,35,35,37,52,47,50,65,26,68,11,20,9,8,51,14,34,12,12,11,65,66,66,64,65,35,22+2,22+2,22+2,19,21,21,21,19,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,18+2,21+2,21+2,21+2,18+2,18+2,21+2,21+2,21+2,18+2,64+2,https://cdn.sofifa.net/players/269/655/23_120.png
269676,/player/269676/erica-lonigro/230002,23,2,2022-09-26,E. Lonigro,Erica Lonigro,ST,65,65,,,27,1994-07-06,161,68,,,,,,,,,,,52,Argentina,113996,SUB,21,Right,2,2,1,Medium/Low,Normal (170-),No,,,,65,65,41,65,25,47,32,66,63,52,57,61,52,51,30,68,64,65,68,73,75,67,70,65,46,62,22,22,70,33,59,49,19,22,19,15,12,14,12,9,,65,65,65,60,63,63,63,60,58+2,58+2,58+2,57+2,51+2,51+2,51+2,57+2,44+2,39+2,39+2,39+2,44+2,42+2,36+2,36+2,36+2,42+2,19+2,https://cdn.sofifa.net/players/269/676/23_120.png
270155,/player/270155/ann-mary-powels/230002,23,2,2022-09-26,A. Powels,Ann Mary Powels,"CDM, CB",65,73,1500000,500,22,2000-02-29,174,67,2218,Feminine Division 1,1,116386,Rodez W,SUB,6,,2022-08-01,2027,14,England,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,3600000,,,66,56,62,63,58,77,53,57,44,70,41,62,64,62,65,63,63,68,70,57,69,48,82,69,80,62,77,59,61,55,61,59,62,58,61,13,14,12,8,15,,59+2,59+2,59+2,61,60,60,60,61,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,61+2,63+2,63+2,63+2,61+2,17+2,https://cdn.sofifa.net/players/270/155/23_120.png
270177,/player/270177/faustine-micheau/230002,23,2,2022-09-26,F. Micheau,Faustine Micheau,"ST, RM",65,65,700000,500,30,1992-02-29,169,63,2218,Feminine Division 1,1,116038,Bordeaux W,SUB,24,,2022-08-01,2027,18,France,,,,Right,3,3,1,High/Medium,Normal (170-),No,1500000,,,76,62,62,66,32,59,68,63,62,61,60,65,54,51,63,65,77,76,75,74,68,60,78,55,69,62,33,22,62,64,59,61,28,33,33,14,12,7,9,7,,65,65,65,67-2,65,65,65,67-2,65,65,65,66-1,60+2,60+2,60+2,66-1,52+2,48+2,48+2,48+2,52+2,50+2,44+2,44+2,44+2,50+2,17+2,https://cdn.sofifa.net/players/270/177/23_120.png
270406,/player/270406/emily-orman/230002,23,2,2022-09-26,E. Orman,Emily Orman,GK,65,83,1600000,500,19,2002-11-05,182,70,2216,Women's Super League,1,116010,Chelsea W,RES,32,,2021-07-01,2023,14,England,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,4300000,,,,,,,,,9,7,9,15,7,8,10,12,16,11,40,40,44,63,41,46,62,31,69,8,19,10,11,50,19,59,12,11,8,66,63,61,64,65,40,23+2,23+2,23+2,21,23,23,23,21,23+2,23+2,23+2,22+2,22+2,22+2,22+2,22+2,20+2,21+2,21+2,21+2,20+2,20+2,22+2,22+2,22+2,20+2,64+2,https://cdn.sofifa.net/players/270/406/23_120.png
264952,/player/264952/alyssia-paljevic/230002,23,2,2022-09-26,A. Paljevic,Alyssia Paljevic,GK,64,77,1200000,500,20,2002-06-22,175,68,2218,Feminine Division 1,1,116033,Lyon W,SUB,30,,2022-02-15,2023,18,France,,,,Left,2,1,1,Medium/Medium,Stocky (170-185),No,3200000,,,,,,,,,14,11,15,31,9,25,17,15,25,27,33,37,41,58,47,47,61,30,52,10,28,18,11,35,17,31,18,17,13,63,62,63,61,68,35,27+2,27+2,27+2,26,28,28,28,26,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,25+2,27+2,27+2,27+2,25+2,24+2,26+2,26+2,26+2,24+2,63+2,https://cdn.sofifa.net/players/264/952/23_120.png
264953,/player/264953/kysha-sylla/230002,23,2,2022-09-26,K. Sylla,Kysha Sylla,"CB, RB",64,78,1300000,500,18,2004-02-04,173,65,2218,Feminine Division 1,1,116033,Lyon W,RES,19,,2021-10-08,2025,18,France,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,3500000,,,62,35,50,56,64,64,35,32,69,67,32,52,49,25,52,61,59,64,59,57,67,52,71,48,72,28,64,59,38,40,30,49,62,67,61,5,8,10,14,9,,51+2,51+2,51+2,50,51,51,51,50,51+2,51+2,51+2,51+2,53+2,53+2,53+2,51+2,57+2,60+2,60+2,60+2,57+2,59+2,64+2,64+2,64+2,59+2,14+2,https://cdn.sofifa.net/players/264/953/23_120.png
265248,/player/265248/jorja-fox/230002,23,2,2022-09-26,J. Fox,Jorja Fox,RB,64,80,1400000,500,18,2003-08-28,169,61,2216,Women's Super League,1,116013,Brighton & Hove Albion W,SUB,2,Chelsea W,,2023,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-),No,,,,68,37,59,60,62,61,65,34,60,60,34,60,59,48,59,62,68,68,63,61,58,41,57,54,67,37,57,58,27,52,51,51,67,62,59,6,9,7,14,11,,49+2,49+2,49+2,55,52,52,52,55,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,62+2,62+2,15+2,https://cdn.sofifa.net/players/265/248/23_120.png
265338,/player/265338/simone-magill/230002,23,2,2022-09-26,S. Magill,Simone Magill,ST,64,64,625000,500,27,1994-11-01,167,60,2216,Women's Super League,1,116015,Aston Villa W,SUB,22,,2022-07-11,2024,35,Northern Ireland,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,1300000,,,69,63,57,64,35,55,55,65,50,65,61,62,56,53,42,66,68,69,67,68,72,60,56,42,61,61,57,28,69,56,54,58,32,37,35,10,11,11,15,9,,64,64,64,64,64,64,64,64,63+1,63+1,63+1,62+2,56+2,56+2,56+2,62+2,50+2,48+2,48+2,48+2,50+2,48+2,45+2,45+2,45+2,48+2,17+2,https://cdn.sofifa.net/players/265/338/23_120.png
265342,/player/265342/ruby-mace/230002,23,2,2022-09-26,R. Mace,Ruby Mace,CB,64,84,1500000,500,18,2003-09-03,168,65,2216,Women's Super League,1,116017,Manchester City W,SUB,30,,2021-06-21,2024,14,England,,,,Right,3,2,1,Low/Medium,Stocky (170-),No,4700000,,,35,50,54,53,65,67,53,49,48,62,49,51,50,51,52,60,34,35,37,61,34,63,53,52,80,41,58,69,48,45,54,65,67,64,66,15,6,6,14,11,,53+2,53+2,53+2,50,52,52,52,50,52+2,52+2,52+2,51+2,55+2,55+2,55+2,51+2,58+2,62+2,62+2,62+2,58+2,58+2,64+2,64+2,64+2,58+2,17+2,https://cdn.sofifa.net/players/265/342/23_120.png
269677,/player/269677/maricel-pereyra/230002,23,2,2022-09-26,M. Pereyra,Maricel Pereyra,CM,64,73,,,20,2002-05-11,160,55,,,,,,,,,,,52,Argentina,113996,SUB,17,Right,3,3,1,Medium/Medium,Lean (170-),No,,,Outside Foot Shot,68,57,62,64,50,49,52,56,48,70,61,62,57,52,64,64,67,69,64,69,80,60,78,77,35,58,40,58,54,62,47,57,44,53,49,8,9,14,5,14,,59+2,59+2,59+2,62,62,62,62,62,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,61+2,59+2,59+2,59+2,61+2,59+2,52+2,52+2,52+2,59+2,16+2,https://cdn.sofifa.net/players/269/677/23_120.png
269921,/player/269921/romane-salvador/230002,23,2,2022-09-26,R. Salvador,Romane Salvador,GK,64,70,750000,500,24,1998-05-09,170,67,2218,Feminine Division 1,1,116037,Montpellier W,SUB,30,,2022-06-28,2023,18,France,,,,Left,3,1,1,Medium/Medium,Normal (170-),No,1700000,,,,,,,,,12,13,12,35,9,23,25,13,29,25,49,45,47,51,57,56,51,27,40,11,27,17,12,38,17,55,15,14,14,63,60,75,62,69,47,27+2,27+2,27+2,28,29,29,29,28,30+2,30+2,30+2,29+2,28+2,28+2,28+2,29+2,25+2,26+2,26+2,26+2,25+2,24+2,23+2,23+2,23+2,24+2,63+2,https://cdn.sofifa.net/players/269/921/23_120.png
269972,/player/269972/lou-bogaert/230002,23,2,2022-09-26,L. Bogaert,Lou Bogaert,"RB, CB",64,81,1400000,500,18,2004-06-25,170,62,2218,Feminine Division 1,1,116035,Paris W,SUB,3,,2022-07-01,2025,18,France,,,,Right,3,2,1,Medium/Medium,Normal (170-),No,3800000,,,65,42,55,57,62,64,58,42,56,61,37,54,56,35,49,58,68,63,63,54,72,51,73,66,65,38,57,61,32,50,43,53,58,68,65,10,11,8,13,15,,50+2,50+2,50+2,53,51,51,51,53,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,62+2,62+2,17+2,https://cdn.sofifa.net/players/269/972/23_120.png
270166,/player/270166/jeanne-le-montraux/230002,23,2,2022-09-26,J. Le Montraux,Jeanne Le Montraux,LB,64,66,675000,500,26,1996-02-29,163,56,2218,Feminine Division 1,1,116039,Dijon W,SUB,18,,2022-08-01,2027,18,France,,,,Left,3,2,1,High/Medium,Stocky (170-),No,1500000,,,72,35,53,58,59,64,54,30,55,62,41,57,47,25,56,59,70,73,54,63,68,52,58,68,64,24,59,65,45,40,45,63,51,63,62,10,11,6,9,10,,51+2,51+2,51+2,54,52,52,52,54,52+2,52+2,52+2,57+2,55+2,55+2,55+2,57+2,62+2,60+2,60+2,60+2,62+2,62+2,60+2,60+2,60+2,62+2,16+2,https://cdn.sofifa.net/players/270/166/23_120.png
270167,/player/270167/priscilla-roudaut/230002,23,2,2022-09-26,P. Roudaut,Priscilla Roudaut,CM,64,71,1200000,500,22,2000-02-29,162,58,2218,Feminine Division 1,1,116037,Montpellier W,SUB,17,,2022-08-01,2027,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,2800000,,,58,61,65,60,56,58,62,63,46,66,62,60,45,45,70,63,61,55,58,50,59,60,59,69,47,62,73,59,57,70,43,58,53,59,57,10,12,7,6,5,,58+2,58+2,58+2,61,60,60,60,61,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,60+2,61+2,61+2,61+2,60+2,59+2,56+2,56+2,56+2,59+2,13+2,https://cdn.sofifa.net/players/270/167/23_120.png
270168,/player/270168/ariane-dumay/230002,23,2,2022-09-26,A. Dumay,Ariane Dumay,ST,64,66,725000,500,26,1996-02-29,162,58,2218,Feminine Division 1,1,116039,Dijon W,SUB,15,,2022-08-01,2027,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,1600000,,,59,64,53,60,22,47,31,68,67,67,48,59,38,57,51,64,65,54,52,65,59,64,68,34,56,62,34,20,63,54,58,57,19,15,10,13,9,7,8,5,,64+2,64+2,64+2,59,63,63,63,59,61+2,61+2,61+2,57+2,55+2,55+2,55+2,57+2,38+2,40+2,40+2,40+2,38+2,37+2,36+2,36+2,36+2,37+2,15+2,https://cdn.sofifa.net/players/270/168/23_120.png
270187,/player/270187/lesly-billoter/230002,23,2,2022-09-26,L. Billoter,Lesly Billoter,"RM, CAM",64,74,1200000,500,18,2004-02-29,168,66,2218,Feminine Division 1,1,116416,Le Havre W,SUB,12,,2022-08-01,2027,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,2900000,,Early Crosser,69,59,61,64,34,49,68,66,37,63,37,65,58,41,58,62,70,68,72,51,67,58,34,60,47,51,46,26,60,57,47,56,34,36,44,8,16,16,15,16,,58+2,58+2,58+2,63,61,61,61,63,61+2,61+2,61+2,63+2,57+2,57+2,57+2,63+2,52+2,48+2,48+2,48+2,52+2,49+2,41+2,41+2,41+2,49+2,18+2,https://cdn.sofifa.net/players/270/187/23_120.png
270407,/player/270407/agnes-beever-jones/230002,23,2,2022-09-26,A. Beever-Jones,Agnes Beever-Jones,ST,64,82,1500000,500,18,2003-07-27,173,65,2216,Women's Super League,1,116016,Everton W,SUB,15,Chelsea W,,2023,14,England,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,,,,69,62,56,65,36,63,46,62,60,66,59,66,38,56,48,68,69,69,67,59,51,63,56,55,70,60,56,28,61,58,60,57,30,38,36,8,14,9,8,15,,64+2,64+2,64+2,63,64,64,64,63,63+2,63+2,63+2,62+2,58+2,58+2,58+2,62+2,50+2,49+2,49+2,49+2,50+2,48+2,47+2,47+2,47+2,48+2,16+2,https://cdn.sofifa.net/players/270/407/23_120.png
271259,/player/271259/ines-konan/230002,23,2,2022-09-26,I. Konan,Inès Konan,"LW, RW",64,79,1400000,500,20,2002-01-08,165,53,2218,Feminine Division 1,1,116036,Fleury 91 W,SUB,19,,2022-08-01,2027,108,Côte d'Ivoire,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,3800000,,,77,58,57,68,26,38,57,61,49,62,48,68,57,51,49,68,79,75,77,51,83,55,53,43,34,58,38,25,61,54,57,58,21,27,21,11,9,6,9,14,,59+2,59+2,59+2,64,63,63,63,64,62+2,62+2,62+2,62+2,55+2,55+2,55+2,62+2,46+2,42+2,42+2,42+2,46+2,44+2,35+2,35+2,35+2,44+2,15+2,https://cdn.sofifa.net/players/271/259/23_120.png
271740,/player/271740/ellen-jones/230002,23,2,2022-09-26,E. Jones,Ellen Jones,CM,64,78,1400000,500,19,2002-11-10,160,56,2216,Women's Super League,1,116020,Leicester City W,SUB,12,,2022-09-08,2023,50,Wales,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,4000000,,,73,51,58,66,62,63,37,52,63,68,45,65,40,56,64,66,73,73,70,62,67,49,59,69,61,51,59,61,66,63,47,60,61,64,62,8,7,11,11,15,,61+2,61+2,61+2,62,63,63,63,62,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,62+2,16+2,https://cdn.sofifa.net/players/271/740/23_120.png
266526,/player/266526/katie-startup/230002,23,2,2022-09-26,K. Startup,Katie Startup,GK,63,70,825000,500,23,1999-01-28,171,64,2216,Women's Super League,1,116013,Brighton & Hove Albion W,SUB,40,,2020-07-06,2023,14,England,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,1900000,,,,,,,,,18,8,8,32,9,21,24,15,30,17,30,29,31,50,52,50,69,23,63,13,20,8,7,58,21,56,9,14,17,58,61,66,64,69,30,23+2,23+2,23+2,24,25,25,25,24,28+2,28+2,28+2,26+2,28+2,28+2,28+2,26+2,21+2,24+2,24+2,24+2,21+2,20+2,22+2,22+2,22+2,20+2,62+2,https://cdn.sofifa.net/players/266/526/23_120.png
266556,/player/266556/missy-goodwin/230002,23,2,2022-09-26,M. Goodwin,Missy Goodwin,ST,63,77,1100000,500,19,2003-01-27,163,57,2216,Women's Super League,1,116020,Leicester City W,SUB,20,,2022-01-07,2023,14,England,,,,Right,3,2,1,Medium/Medium,Lean (170-),No,3100000,,,69,61,48,68,33,58,37,60,57,58,60,70,48,38,43,67,69,69,72,59,64,61,58,55,59,62,57,29,70,49,54,54,31,28,36,10,12,13,11,11,,63+2,63+2,63+2,62,64,64,64,62,62+2,62+2,62+2,60+2,55+2,55+2,55+2,60+2,47+2,46+2,46+2,46+2,47+2,46+2,44+2,44+2,44+2,46+2,16+2,https://cdn.sofifa.net/players/266/556/23_120.png
266570,/player/266570/carrie-jones/230002,23,2,2022-09-26,C. Jones,Carrie Jones,RW,63,82,1200000,500,18,2003-09-04,165,54,2216,Women's Super League,1,116020,Leicester City W,SUB,16,Manchester United W,,2023,50,Wales,,,,Right,3,2,1,Medium/Medium,Normal (170-),No,,,,64,58,62,63,46,62,62,56,45,62,57,64,58,50,60,64,65,64,64,62,62,62,47,69,62,56,56,57,71,69,56,56,45,43,36,12,12,6,9,7,,61+2,61+2,61+2,63,63,63,63,63,64+2,64+2,64+2,64+2,62+2,62+2,62+2,64+2,57+2,57+2,57+2,57+2,57+2,55+2,51+2,51+2,51+2,55+2,16+2,https://cdn.sofifa.net/players/266/570/23_120.png
267667,/player/267667/aminata-keita/230002,23,2,2022-09-26,A. Keita,Aminata Keita,RB,63,76,1100000,500,18,2003-10-10,167,60,2218,Feminine Division 1,1,116041,Soyaux W,RB,20,,2022-01-01,2027,18,France,,,,Right,2,2,1,Medium/Medium,Normal (170-),No,3100000,,,65,35,51,60,61,64,49,31,57,58,40,55,57,32,39,66,59,69,71,58,65,47,76,61,68,30,53,62,33,51,42,53,58,62,66,6,13,7,5,10,,49+2,49+2,49+2,52,51,51,51,52,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,60+2,58+2,58+2,58+2,60+2,61+2,62+2,62+2,62+2,61+2,14+2,https://cdn.sofifa.net/players/267/667/23_120.png
269662,/player/269662/amanda-andradottir/230002,23,2,2022-09-26,A. Andradóttir,Amanda Andradóttir,CAM,63,80,,,18,2003-12-18,172,58,,,,,,,,,,,24,Iceland,116428,SUB,22,Right,3,3,1,Medium/Medium,Lean (170-185),No,,,,71,54,59,64,38,63,52,53,61,62,50,64,55,56,55,66,71,71,69,65,50,53,62,65,68,56,48,35,64,63,57,61,39,33,32,14,10,15,11,9,,61+2,61+2,61+2,63,63,63,63,63,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,51+2,51+2,51+2,52+2,50+2,47+2,47+2,47+2,50+2,17+2,https://cdn.sofifa.net/players/269/662/23_120.png
270186,/player/270186/marianna-allaoui/230002,23,2,2022-09-26,M. Allaoui,Marianna Allaoui,GK,63,74,875000,500,18,2004-02-29,175,68,2218,Feminine Division 1,1,116041,Soyaux W,SUB,16,,2022-08-01,2027,18,France,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,2100000,,Cautious With Crosses,,,,,,,12,12,12,29,8,17,14,12,25,15,37,29,51,64,48,47,50,37,45,9,18,12,10,36,15,54,11,15,13,65,61,63,62,57,34,24+2,24+2,24+2,23,25,25,25,23,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,23+2,24+2,24+2,24+2,23+2,22+2,21+2,21+2,21+2,22+2,62+2,https://cdn.sofifa.net/players/270/186/23_120.png
270665,/player/270665/sophie-hillyerd/230002,23,2,2022-09-26,S. Hillyerd,Sophie Hillyerd,GK,63,79,1100000,500,19,2003-02-05,178,72,2216,Women's Super League,1,116014,West Ham W,SUB,28,,2022-07-18,2023,14,England,,,,Right,3,1,1,Medium/Medium,Stocky (170-185),No,3000000,,,,,,,,,10,7,9,14,7,8,10,13,16,11,37,32,39,62,47,46,59,21,72,8,20,9,9,49,12,57,10,11,11,62,63,61,59,63,35,22+2,22+2,22+2,20,22,22,22,20,22+2,22+2,22+2,20+2,21+2,21+2,21+2,20+2,18+2,20+2,20+2,20+2,18+2,18+2,22+2,22+2,22+2,18+2,62+2,https://cdn.sofifa.net/players/270/665/23_120.png
270819,/player/270819/janista-jinantuya/230002,23,2,2022-09-26,J. Jinantuya,Janista Jinantuya,"CAM, ST",63,80,1200000,500,18,2003-09-09,165,53,2218,Feminine Division 1,1,116041,Soyaux W,SUB,12,,2022-07-22,2025,188,Thailand,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,3400000,,"Flair, Long Shot Taker (AI)",65,63,61,67,40,39,56,58,49,66,54,66,67,54,60,68,68,63,73,47,78,76,57,44,34,66,43,40,59,60,56,66,36,41,38,6,11,10,12,7,,60+2,60+2,60+2,62,62,62,62,62,63+2,63+2,63+2,61+2,59+2,59+2,59+2,61+2,51+2,50+2,50+2,50+2,51+2,49+2,44+2,44+2,44+2,49+2,13+2,https://cdn.sofifa.net/players/270/819/23_120.png
270967,/player/270967/marion-haelewyn/230002,23,2,2022-09-26,M. Haelewyn,Marion Haelewyn,"CB, RB",63,82,1100000,500,17,2004-10-30,172,66,2218,Feminine Division 1,1,116038,Bordeaux W,RCB,5,,2021-12-08,2024,18,France,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,3100000,,,63,38,51,52,63,64,47,36,65,64,31,46,48,27,49,59,58,67,49,57,61,49,69,55,69,31,59,59,38,42,39,49,62,67,59,8,8,12,6,14,,50+2,50+2,50+2,50,50,50,50,50,50+2,50+2,50+2,52+2,53+2,53+2,53+2,52+2,58+2,59+2,59+2,59+2,58+2,60+2,63+2,63+2,63+2,60+2,14+2,https://cdn.sofifa.net/players/270/967/23_120.png
271155,/player/271155/thea-kyvag/230002,23,2,2022-09-26,T. Kyvåg,Thea Kyvåg,"RW, LW, RWB",63,85,1500000,500,18,2004-01-09,175,66,2216,Women's Super League,1,116014,West Ham W,SUB,20,,2022-08-03,2025,36,Norway,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,4700000,,,76,62,56,62,37,67,59,62,69,59,58,60,54,57,46,63,76,76,69,57,51,62,73,67,71,63,57,32,61,57,58,68,30,36,35,7,6,8,13,6,,64+2,64+2,64+2,63,62,62,62,63,61+2,61+2,61+2,62+2,56+2,56+2,56+2,62+2,52+2,48+2,48+2,48+2,52+2,51+2,48+2,48+2,48+2,51+2,13+2,https://cdn.sofifa.net/players/271/155/23_120.png
265902,/player/265902/romane-lejeune/230002,23,2,2022-09-26,R. Lejeune,Romane Lejeune,CB,62,76,850000,500,17,2004-10-09,171,63,2218,Feminine Division 1,1,116040,Stade de Reims W,SUB,28,,2021-07-01,2025,18,France,,,,Left,2,2,1,Medium/Medium,Lean (170-185),No,2300000,,,42,30,46,56,63,61,31,24,63,58,31,56,51,35,46,58,52,33,51,59,53,48,73,41,71,20,58,57,39,43,39,48,65,67,59,9,7,5,7,10,,46+2,46+2,46+2,46,47,47,47,46,48+2,48+2,48+2,47+2,50+2,50+2,50+2,47+2,53+2,57+2,57+2,57+2,53+2,54+2,62+2,62+2,62+2,54+2,14+2,https://cdn.sofifa.net/players/265/902/23_120.png
266457,/player/266457/teyah-goldie/230002,23,2,2022-09-26,T. Goldie,Teyah Goldie,"CB, CM",62,75,875000,500,18,2004-06-24,171,64,2216,Women's Super League,1,116009,Arsenal W,SUB,29,,2021-04-01,2023,14,England,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,2300000,,,52,53,60,60,65,52,65,55,60,68,58,61,53,32,62,60,60,46,43,56,74,58,69,49,53,40,50,68,65,48,56,74,66,65,61,15,14,14,7,7,,58+2,58+2,58+2,58,58,58,58,58,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,16+2,https://cdn.sofifa.net/players/266/457/23_120.png
268000,/player/268000/shana-chossenotte/230002,23,2,2022-09-26,S. Chossenotte,Shana Chossenotte,RW,62,80,1000000,500,17,2005-02-14,172,60,2218,Feminine Division 1,1,116040,Stade de Reims W,RW,18,,2021-07-01,2024,18,France,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,2700000,,,81,58,54,63,34,53,52,58,43,58,58,61,61,51,41,63,78,83,76,59,67,58,61,53,56,56,42,18,63,57,57,54,36,39,32,8,11,7,8,5,,60+2,60+2,60+2,62,62,62,62,62,61+2,61+2,61+2,61+2,54+2,54+2,54+2,61+2,49+2,44+2,44+2,44+2,49+2,47+2,42+2,42+2,42+2,47+2,14+2,https://cdn.sofifa.net/players/268/000/23_120.png
269943,/player/269943/ines-marques/230002,23,2,2022-09-26,I. Marques,Inès Marques,GK,62,77,800000,500,18,2004-03-25,175,63,2218,Feminine Division 1,1,116035,Paris W,SUB,16,,2022-07-01,2024,18,France,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,2200000,,,,,,,,,12,9,9,24,8,12,14,12,21,18,43,41,48,49,51,50,57,31,39,9,22,13,10,31,16,36,16,16,14,63,59,66,57,68,42,23+2,23+2,23+2,22,23,23,23,22,23+2,23+2,23+2,23+2,23+2,23+2,23+2,23+2,22+2,22+2,22+2,22+2,22+2,22+2,21+2,21+2,21+2,22+2,61+2,https://cdn.sofifa.net/players/269/943/23_120.png
