coach_id,coach_url,short_name,long_name,dob,nationality_id,nationality_name,face_url
164110,/coach/164110/abel-gomez-moreno/,A. Gómez Moreno,Abel Gómez Moreno,1982-02-20,45,Spain,https://cdn.sportmonks.com/images/soccer/players/14/164110.png
166465,/coach/166465/george-anmare/,G. ?an?mare,George ?an?mare,1983-06-24,39,Romania,
169214,/coach/169214/sergei-semak/,S. Semak,Sergei Semak,1976-02-27,40,Russia,https://cdn.sportmonks.com/images/soccer/players/30/169214.png
169272,/coach/169272/roman-sharonov/,R. Sharonov,Roman Sharonov,1976-09-08,40,Russia,https://cdn.sportmonks.com/images/soccer/players/24/169272.png
170857,/coach/170857/denis-popov/,D. Popov,Denis Popov,1979-02-04,40,Russia,
171174,/coach/171174/evgeniy-kaleshin/,E. Kaleshin,Evgeniy Kaleshin,1978-06-20,40,Russia,
171254,/coach/171254/aleksandr-storozhuk/,A. Storozhuk,Aleksandr Storozhuk,1981-08-10,40,Russia,
171725,/coach/171725/scott-brown/,S. Brown,Scott Brown,1985-06-25,42,Scotland,https://cdn.sportmonks.com/images/soccer/players/13/171725.png
171828,/coach/171828/jack-ross/,J. Ross,Jack Ross,1976-06-05,42,Scotland,
171878,/coach/171878/steven-hammell/,S. Hammell,Steven Hammell,1982-02-18,42,Scotland,https://cdn.sportmonks.com/images/soccer/players/6/171878.png
173023,/coach/173023/alex-neil/,A. Neil,Alex Neil,1981-06-09,42,Scotland,
184785,/coach/184785/fabio-celestini/,F. Celestini,Fabio Celestini,1975-10-31,47,Switzerland,
184794,/coach/184794/sergio-gonzalez-soriano/,S. González Soriano,Sergio González Soriano,1976-11-10,45,Spain,https://cdn.sportmonks.com/images//soccer/coaches/26/184794.png
184942,/coach/184942/xavier-hernandez-creus/,X. Hernández,Xavier Hernández Creus,1980-01-25,45,Spain,https://cdn.sportmonks.com/images/soccer/players/14/184942.png
184988,/coach/184988/gabriel-alejandro-milito/,G. Milito,Gabriel Alejandro Milito,1980-09-07,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/28/184988.png
184993,/coach/184993/henok-goitom/,H. Goitom,Henok Goitom,1984-09-16,113,Eritrea,https://cdn.sportmonks.com/images/soccer/players/1/184993.png
185049,/coach/185049/leandro-daniel-somoza/,L. Somoza,Leandro Daniel Somoza,1981-01-26,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/25/185049.png
185262,/coach/185262/joseba-andoni-etxeberria-lizardi/,J. Etxeberria Lizardi,Joseba Andoni Etxeberria Lizardi,1977-09-05,45,Spain,
185336,/coach/185336/vicente-moreno-peris/,V. Moreno Peris,Vicente Moreno Peris,1974-10-26,45,Spain,
185346,/coach/185346/javier-calleja-revilla/,J. Calleja Revilla,Javier Calleja Revilla,1978-05-12,45,Spain,https://cdn.sportmonks.com/images/soccer/players/2/185346.png
185470,/coach/185470/javier-baraja-vegas/,J. Baraja Vegas,Javier Baraja Vegas,1980-08-24,45,Spain,
186018,/coach/186018/miguel-angel-sanchez-munoz/,M. Sánchez,Miguel Ángel Sánchez Muñoz,1975-10-30,45,Spain,https://cdn.sportmonks.com/images//soccer/coaches/2/186018.png
186071,/coach/186071/paulo-cesar-pezzolano-suarez/,P. Pezzolano Suárez,Paulo César Pezzolano Suárez,1983-04-25,60,Uruguay,
186298,/coach/186298/carlos-gonzalez-pena/,C. González Peña,Carlos González Peña,1983-07-28,45,Spain,https://cdn.sportmonks.com/images/soccer/players/26/186298.png
187382,/coach/187382/ruben-torrecilla-gonzalez/,R. Gonzalez,Ruben Torrecilla Gonzalez,1979-05-24,45,Spain,
187936,/coach/187936/sergio-francisco-ramos/,S. Francisco Ramos,Sergio Francisco Ramos,1979-03-19,45,Spain,
188253,/coach/188253/aritz-mujika-lopez/,A. Mújika López,Aritz Mújika López,1981-11-13,45,Spain,
189541,/coach/189541/henrik-rydstrom/,H. Rydström,Henrik Rydström,1976-02-16,46,Sweden,
189568,/coach/189568/christoffer-andersson/,C. Andersson,Christoffer Andersson,1978-10-22,46,Sweden,https://cdn.sportmonks.com/images/soccer/players/0/189568.png
189622,/coach/189622/christian-jardler/,C. Järdler,Christian Järdler,1982-06-03,46,Sweden,
189742,/coach/189742/dan-kristian-haynes/,D. Haynes,Dan Kristian Haynes,1980-12-20,46,Sweden,https://cdn.sportmonks.com/images/soccer/players/14/189742.png
191678,/coach/191678/joakim-persson/,J. Persson,Joakim Persson,1975-04-03,46,Sweden,
191894,/coach/191894/andreas-holmberg/,A. Holmberg,Andreas Holmberg,1984-08-17,46,Sweden,
194144,/coach/194144/amir-azrafshan/,A. Azrafshan,Amir Azrafshan,,46,Sweden,
197165,/coach/197165/marc-schneider/,M. Schneider,Marc Schneider,1980-07-23,47,Switzerland,
197318,/coach/197318/alessandro-mangiarratti/,A. Mangiarratti,Alessandro Mangiarratti,1978-09-15,47,Switzerland,
197728,/coach/197728/marko-ante-rudan/,M. Rudan,Marko Ante Rudan,1975-08-27,195,Australia,
198296,/coach/198296/thomas-stamm/,T. Stamm,Thomas Stamm,1983-02-19,47,Switzerland,
198883,/coach/198883/mattia-croci-torti/,M. Croci-Torti,Mattia Croci-Torti,1982-04-10,47,Switzerland,
199825,/coach/199825/omer-erdogan/,Ö. Erdogan,Ömer Erdogan,1977-05-03,48,Turkey,
199962,/coach/199962/senol-can/,Ş. Can,Şenol Can,1983-04-03,48,Turkey,
199988,/coach/199988/okan-buruk/,O. Buruk,Okan Buruk,1973-10-19,48,Turkey,
200087,/coach/200087/rigobert-song-bahanag/,R. Song Bahanag,Rigobert Song Bahanag,1976-07-01,103,Cameroon,
200291,/coach/200291/volkan-demirel/,V. Demirel,Volkan Demirel,1981-10-27,48,Turkey,https://cdn.sportmonks.com/images/soccer/players/3/200291.png
202007,/coach/202007/muzaffer-bilazer/,M. Bilazer,Muzaffer Bilazer,1977-06-20,48,Turkey,
204726,/coach/204726/mariusz-lewandowski/,M. Lewandowski,Mariusz Lewandowski,1979-05-18,37,Poland,
211194,/coach/211194/lucas-andres-nardi/,L. Nardi,Lucas Andres Nardi,1980-07-09,52,Argentina,
211391,/coach/211391/guillermo-martin-farre/,G. Farré,Guillermo Martín Farré,1981-03-16,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/31/211391.png
211449,/coach/211449/walter-gaston-coyette/,W. Coyette,Walter Gastón Coyette,1976-01-28,52,Argentina,
212007,/coach/212007/juan-pablo-vojvoda/,J. Vojvoda,Juan Pablo Vojvoda,1975-05-13,52,Argentina,
212082,/coach/212082/pablo-daniel-de-muner/,P. de Muner,Pablo Daniel de Muner,1981-04-14,52,Argentina,
212494,/coach/212494/raul-adolfo-antuna/,R. Antuña,Raúl Adolfo Antuña,1973-08-31,52,Argentina,
212901,/coach/212901/jorge-rodrigo-bava/,J. Bava,Jorge Rodrigo Bava,1981-08-02,60,Uruguay,
214107,/coach/214107/sergio-ruben-blanco-soto/,S. Blanco Soto,Sergio Rubén Blanco Soto,1981-11-25,60,Uruguay,https://cdn.sportmonks.com/images/soccer/players/27/214107.png
215856,/coach/215856/rogerio-mucke-ceni/,R. Mücke Ceni,Rogério Mücke Ceni,1973-01-22,54,Brazil,https://cdn.sportmonks.com/images/soccer/players/16/215856.png
216631,/coach/216631/pablo-daniel-escobar-olivetti/,P. Escobar Olivetti,Pablo Daniel Escobar Olivetti,1978-07-12,53,Bolivia,
216896,/coach/216896/pablo-horacio-guinazu/,P. Guiñazú,Pablo Horacio Guiñazú,1978-08-26,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/0/216896.png
217747,/coach/217747/julio-cesar-caceres-lopez/,J. Cáceres López,Júlio César Cáceres López,1979-10-05,58,Paraguay,
219788,/coach/219788/gustavo-javier-canales-bustos/,G. Canales Bustos,Gustavo Javier Canales Bustos,1982-03-30,55,Chile,
224127,/coach/224127/jefferson-carlos-carvalhal-da-silva/,J. Carvalhal da Silva,Jefferson Carlos Carvalhal da Silva,1975-06-04,54,Brazil,
232657,/coach/232657/sebastian-miguel-miranda-cordova/,S. Miranda Córdova,Sebastián Miguel Miranda Córdova,1980-06-26,55,Chile,https://cdn.sportmonks.com/images/soccer/players/17/232657.png
232813,/coach/232813/ezequiel-luis-medran/,E. Medrán,Ezequiel Luis Medrán,1980-12-28,52,Argentina,
235363,/coach/235363/johan-javier-fano-espinoza/,J. Fano Espinoza,Johan Javier Fano Espinoza,1978-08-09,59,Peru,
235436,/coach/235436/david-fernando-montoya/,D. Montoya,David Fernando Montoya,1978-02-14,56,Colombia,
236047,/coach/236047/mario-humberto-garcia-caboara/,M. García Caboara,Mario Humberto García Caboara,1980-09-14,83,Mexico,https://cdn.sportmonks.com/images/soccer/players/15/236047.png
238517,/coach/238517/oscar-mario-morera-gomez/,Ó. Morera Gómez,Óscar Mario Morera Gómez,1984-06-15,56,Colombia,
251867,/coach/251867/jaime-arturo-lozano-espin/,J. Lozano Espin,Jaime Arturo Lozano Espin,1978-09-29,83,Mexico,
251872,/coach/251872/eduardo-german-coudet/,E. Coudet,Eduardo Germán Coudet,1974-09-12,52,Argentina,
251906,/coach/251906/gabriel-ernesto-pereyra-vazquez/,G. Pereyra Vázquez,Gabriel Ernesto Pereyra Vázquez,1978-02-28,52,Argentina,
252276,/coach/252276/juan-francisco-palencia-hernandez/,J. Palencia Hernández,Juan Francisco Palencia Hernández,1973-04-28,83,Mexico,
252450,/coach/252450/javier-marcelo-gandolfi/,J. Gandolfi,Javier Marcelo Gandolfi,1980-12-05,52,Argentina,
252486,/coach/252486/rolando-hernan-cristante-mandarino/,R. Cristante Mandarino,Rolando Hernán Cristante Mandarino,1969-09-16,52,Argentina,
252491,/coach/252491/federico-vilar-baudena/,F. Vilar Baudena,Federico Vilar Baudena,1977-05-30,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/11/252491.png
252596,/coach/252596/gonzalo-pineda-reyes/,G. Pineda Reyes,Gonzalo Pineda Reyes,1982-10-19,83,Mexico,https://cdn.sportmonks.com/images/soccer/players/20/252596.png
252780,/coach/252780/mauro-nestor-gerk-larrea/,M. Gerk Larrea,Mauro Nestor Gerk Larrea,1977-09-05,52,Argentina,
254517,/coach/254517/jose-ignacio-pallas-martinez/,J. Pallas Martínez,José Ignacio Pallas Martínez,1983-01-05,60,Uruguay,
257375,/coach/257375/troadio-daniel-duarte/,T. Duarte,Troadio Daniel Duarte,1977-03-04,58,Paraguay,
258416,/coach/258416/guillermo-sandro-salas-suarez/,G. Salas Suarez,Guillermo Sandro Salas Suarez,1974-10-21,59,Peru,
258715,/coach/258715/juan-carlos-alayo/,J. Alayo,Juan Carlos Alayo,1985-11-18,59,Peru,
260206,/coach/260206/alexander-jesus-medina-reobasco/,A. Medina Reobasco,Alexander Jesús Medina Reobasco,1978-08-08,60,Uruguay,
261388,/coach/261388/ezra-hendrickson/,E. Hendrickson,Ezra Hendrickson,1972-01-16,91,Saint Vincent and the Grenadines,https://cdn.sportmonks.com/images//soccer/coaches/12/261388.png
261421,/coach/261421/pat-noonan/,P. Noonan,Pat Noonan,1980-02-08,95,United States,https://cdn.sportmonks.com/images/soccer/players/13/261421.png
261512,/coach/261512/josh-wolff/,J. Wolff,Josh Wolff,1977-02-25,95,United States,https://cdn.sportmonks.com/images/soccer/players/8/261512.png
282308,/coach/282308/jose-maria-morr/,J. Morr,José María Morr,1981-04-12,61,Venezuela,
282927,/coach/282927/leonel-gerardo-vielma-pena/,L. Vielma Peña,Leonel Gerardo Vielma Peña,1978-08-30,61,Venezuela,
286861,/coach/286861/arthur-zwane/,A. Zwane,Arthur Zwane,1973-09-20,140,South Africa,
308200,/coach/308200/satoshi-yamaguchi/,S. Yamaguchi,Satoshi Yamaguchi,1978-04-17,163,Japan,
308330,/coach/308330/daiki-iwamasa/,D. Iwamasa,Daiki Iwamasa,1982-01-30,163,Japan,https://cdn.sportmonks.com/images/soccer/players/10/308330.png
308790,/coach/308790/takayuki-yoshida/,T. Yoshida,Takayuki Yoshida,1977-03-14,163,Japan,
311623,/coach/311623/jinyu-li/,J. Li,Jinyu Li,1977-06-07,155,China PR,
312130,/coach/312130/weifeng-li/,W. Li,Weifeng Li,1978-12-01,155,China PR,https://cdn.sportmonks.com/images/soccer/players/2/312130.png
317694,/coach/317694/ufuk-talay/,U. Talay,Ufuk Talay,1976-03-26,195,Australia,
319508,/coach/319508/gi-dong-kim/,G. Kim,Gi-Dong Kim,1972-01-12,167,Korea Republic,
319683,/coach/319683/won-kwon-choi/,W. Choi,Won-Kwon Choi,1981-11-08,167,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/3/319683.png
319820,/coach/319820/sang-sik-kim/,S. Kim,Sang-Sik Kim,1976-12-17,167,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/12/319820.png
323355,/coach/323355/danny-hay/,D. Hay,Danny Hay,1975-05-15,198,New Zealand,
328728,/coach/328728/kevin-muscat/,K. Muscat,Kevin Muscat,1973-08-07,195,Australia,
335781,/coach/335781/sergiy-rebrov/,S. Rebrov,Sergiy Rebrov,1974-06-03,49,Ukraine,
344426,/coach/344426/markus-anfang/,M. Anfang,Markus Anfang,1974-06-12,21,Germany,
347590,/coach/347590/stephan-helm/,S. Helm,Stephan Helm,1983-04-10,4,Austria,
351097,/coach/351097/thomas-schnoll/,T. Schnöll,Thomas Schnöll,1991-09-23,4,Austria,
364995,/coach/364995/davide-nicola/,D. Nicola,Davide Nicola,1973-03-05,27,Italy,
367568,/coach/367568/alessio-dionisi/,A. Dionisi,Alessio Dionisi,1980-04-01,27,Italy,
374099,/coach/374099/artur-sadirov/,A. Sadirov,Artur Sadirov,1985-03-22,40,Russia,
387349,/coach/387349/kenan-askan/,K. Askan,Kenan Askan,1981-06-01,48,Turkey,
407742,/coach/407742/hugo-benjamin-ibarra/,H. Ibarra,Hugo Benjamin Ibarra,1974-01-04,52,Argentina,
407770,/coach/407770/raphael-wicky/,R. Wicky,Raphaël Wicky,1977-04-26,47,Switzerland,
407845,/coach/407845/igor-tudor/,I. Tudor,Igor Tudor,1978-04-16,10,Croatia,https://cdn.sportmonks.com/images/soccer/players/5/407845.png
412537,/coach/412537/facundo-sava/,F. Sava,Facundo Sava,1974-03-07,52,Argentina,
417317,/coach/417317/edin-terzic/,E. Terzic,Edin Terzic,1982-10-30,10,Croatia,https://cdn.sportmonks.com/images//soccer/coaches/5/417317.png
419564,/coach/419564/humberto-viviani-ribera/,H. Viviani Ribera,Humberto Viviani Ribera,1980-10-12,53,Bolivia,
429896,/coach/429896/ariel-enrique-holan/,A. Holan,Ariel Enrique Holan,1960-09-14,52,Argentina,
429917,/coach/429917/oscar-alexander-pareja-gomez/,Ó. Pareja Gómez,Óscar Alexander Pareja Gómez,1968-08-10,56,Colombia,https://cdn.sportmonks.com/images/soccer/players/29/429917.png
429924,/coach/429924/caleb-porter/,C. Porter,Caleb Porter,1975-02-18,95,United States,https://cdn.sportmonks.com/images/soccer/players/4/429924.png
429937,/coach/429937/brian-schmetzer/,B. Schmetzer,Brian Schmetzer,1962-08-18,95,United States,https://cdn.sportmonks.com/images//soccer/coaches/17/429937.png
429940,/coach/429940/adrian-heath/,A. Heath,Adrian Heath,1961-01-11,14,England,https://cdn.sportmonks.com/images//soccer/coaches/20/429940.png
438064,/coach/438064/lucas-pusineri/,L. Pusineri,Lucas Pusineri,1976-07-17,52,Argentina,
452677,/coach/452677/magnus-haglund/,M. Haglund,Magnus Haglund,1973-04-15,46,Sweden,https://cdn.sportmonks.com/images/soccer/players/5/452677.png
452683,/coach/452683/graham-potter/,G. Potter,Graham Potter,1975-05-20,14,England,
452689,/coach/452689/mikael-stahre/,M. Stahre,Mikael Stahre,1975-07-05,46,Sweden,https://cdn.sportmonks.com/images/soccer/players/17/452689.png
452732,/coach/452732/kjetil-knutsen/,K. Knutsen,Kjetil Knutsen,1968-10-02,36,Norway,https://cdn.sportmonks.com/images/soccer/players/28/452732.png
452767,/coach/452767/klaus-schmidt/,K. Schmidt,Klaus Schmidt,1967-10-21,4,Austria,
452818,/coach/452818/myung-bo-hong/,M. Hong,Myung-Bo Hong,1969-02-12,167,Korea Republic,
452862,/coach/452862/thomas-silberberger/,T. Silberberger,Thomas Silberberger,1973-06-03,4,Austria,
452906,/coach/452906/jaime-de-la-pava-marquez/,J. de la Pava Márquez,Jaime de la Pava Márquez,1967-04-14,56,Colombia,
452916,/coach/452916/luiz-elena-felipe-scolari/,L. Scolari,Luiz Elena Felipe Scolari,1948-11-09,54,Brazil,https://cdn.sportmonks.com/images/soccer/players/20/452916.png
452946,/coach/452946/diego-pablo-simeone/,D. Simeone,Diego Pablo Simeone,1970-04-28,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/18/452946.png
453032,/coach/453032/yong-soo-choi/,Y. Choi,Yong-Soo Choi,1973-09-10,167,Korea Republic,
455343,/coach/455343/slaven-bilic/,S. Bilić,Slaven Bilić,1968-09-11,10,Croatia,
455344,/coach/455344/tony-mowbray/,T. Mowbray,Tony Mowbray,1963-11-22,14,England,
455350,/coach/455350/paul-cook/,P. Cook,Paul Cook,1967-02-22,14,England,
455353,/coach/455353/jurgen-klopp/,J. Klopp,Jürgen Klopp,1967-06-16,21,Germany,https://cdn.sportmonks.com/images/soccer/players/25/455353.png
455355,/coach/455355/david-moyes/,D. Moyes,David Moyes,1963-04-25,42,Scotland,https://cdn.sportmonks.com/images/soccer/players/27/455355.png
455357,/coach/455357/karl-robinson/,K. Robinson,Karl Robinson,1980-09-13,14,England,
455361,/coach/455361/josep-guardiola-i-sala/,J. Guardiola i Sala,Josep Guardiola i Sala,1971-01-18,45,Spain,https://cdn.sportmonks.com/images/soccer/players/1/455361.png
455363,/coach/455363/slavisa-jokanovic/,S. Jokanović,Slaviša Jokanović,1968-08-16,51,Serbia,
455375,/coach/455375/jose-mario-felix-dos-santos-mourinho/,José Mourinho,José Mario Felix dos Santos Mourinho,1963-01-26,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/15/455375.png
455384,/coach/455384/antonio-conte/,A. Conte,Antonio Conte,1969-07-31,27,Italy,https://cdn.sportmonks.com/images/soccer/players/24/455384.png
455424,/coach/455424/marco-alexandre-saraiva-da-silva/,M. Saraiva da Silva,Marco Alexandre Saraiva da Silva,1977-07-12,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/0/455424.png
455453,/coach/455453/gary-rowett/,G. Rowett,Gary Rowett,1974-03-06,14,England,
455458,/coach/455458/mark-hughes/,M. Hughes,Mark Hughes,1963-11-01,50,Wales,https://cdn.sportmonks.com/images//soccer/coaches/2/455458.png
455462,/coach/455462/gary-bowyer/,G. Bowyer,Gary Bowyer,1971-06-26,14,England,
455489,/coach/455489/mark-robins/,M. Robins,Mark Robins,1969-12-22,14,England,
455493,/coach/455493/jose-miguel-gonzalez-martin-del-campo/,J. González Martín del Campo,José Miguel González Martín del Campo,1963-03-23,45,Spain,https://cdn.sportmonks.com/images/soccer/players/5/455493.png
455570,/coach/455570/nigel-clough/,N. Clough,Nigel Clough,1966-03-19,14,England,
455648,/coach/455648/jose-mel-perez/,J. Mel Pérez,José Mel Pérez,1963-02-28,45,Spain,https://cdn.sportmonks.com/images/soccer/players/0/455648.png
455672,/coach/455672/lucien-favre/,L. Favre,Lucien Favre,1957-11-02,47,Switzerland,https://cdn.sportmonks.com/images/soccer/players/24/455672.png
455701,/coach/455701/peter-zeidler/,P. Zeidler,Peter Zeidler,1962-08-08,21,Germany,https://cdn.sportmonks.com/images/soccer/players/21/455701.png
455705,/coach/455705/jindrich-trpisovsky/,J. Trpišovský,Jindřich Trpišovský,1976-02-27,12,Czech Republic,
455712,/coach/455712/urs-fischer/,U. Fischer,Urs Fischer,1966-02-20,47,Switzerland,https://cdn.sportmonks.com/images/soccer/players/0/455712.png
455728,/coach/455728/gustavo-julio-alfaro/,G. Alfaro,Gustavo Julio Alfaro,1962-08-14,52,Argentina,
455745,/coach/455745/jorge-guillermo-almada-alves/,J. Almada Álves,Jorge Guillermo Almada Álves,1969-06-18,60,Uruguay,
455793,/coach/455793/ronny-deila/,R. Deila,Ronny Deila,1975-09-21,36,Norway,https://cdn.sportmonks.com/images/soccer/players/17/455793.png
455800,/coach/455800/carlo-ancelotti/,C. Ancelotti,Carlo Ancelotti,1959-06-10,27,Italy,https://cdn.sportmonks.com/images/soccer/players/24/455800.png
455815,/coach/455815/olivier-pantaloni/,O. Pantaloni,Olivier Pantaloni,1966-12-13,18,France,https://cdn.sportmonks.com/images/soccer/players/7/455815.png
455821,/coach/455821/enrique-sanchez-flores/,E. Sánchez Flores,Enrique Sánchez Flores,1965-02-05,45,Spain,https://cdn.sportmonks.com/images//soccer/coaches/13/455821.png
455831,/coach/455831/viktor-goncharenko/,V. Goncharenko,Viktor Goncharenko,1977-06-10,6,Belarus,https://cdn.sportmonks.com/images/soccer/players/23/455831.png
455848,/coach/455848/marco-baroni/,M. Baroni,Marco Baroni,1963-09-11,27,Italy,
455860,/coach/455860/gregg-berhalter/,G. Berhalter,Gregg Berhalter,1973-08-01,95,United States,https://cdn.sportmonks.com/images/soccer/players/20/455860.png
455898,/coach/455898/guillermo-barros-schelotto/,G. Barros Schelotto,Guillermo Barros Schelotto,1973-05-04,52,Argentina,
455907,/coach/455907/unai-emery-etxegoien/,U. Emery,Unai Emery Etxegoien,1971-11-03,45,Spain,https://cdn.sportmonks.com/images/soccer/players/3/455907.png
455925,/coach/455925/rene-hake/,R. Hake,René Hake,1970-01-01,34,Netherlands,
455926,/coach/455926/maurizio-sarri/,M. Sarri,Maurizio Sarri,1959-01-10,27,Italy,https://cdn.sportmonks.com/images//soccer/coaches/22/455926.png
455928,/coach/455928/jean-louis-gasset/,J. Gasset,Jean-Louis Gasset,1953-12-09,18,France,https://cdn.sportmonks.com/images/soccer/players/24/455928.png
455931,/coach/455931/rui-carlos-pinho-da-vitoria/,R. Pinho da Vitória,Rui Carlos Pinho da Vitória,1970-04-16,38,Portugal,
455941,/coach/455941/lars-roar-bohinen/,L. Bohinen,Lars Roar Bohinen,1969-09-08,36,Norway,
455944,/coach/455944/luis-miguel-ramis-monfort/,L. Ramis Monfort,Luis Miguel Ramis Monfort,1970-07-25,45,Spain,
455945,/coach/455945/paulo-alexandre-rodrigues-fonseca/,P. Rodrigues Fonseca,Paulo Alexandre Rodrigues Fonseca,1973-03-05,38,Portugal,https://cdn.sportmonks.com/images/soccer/players/9/455945.png
455957,/coach/455957/massimiliano-allegri/,M. Allegri,Massimiliano Allegri,1967-08-11,27,Italy,https://cdn.sportmonks.com/images/soccer/players/21/455957.png
455975,/coach/455975/mesut-bakkal/,M. Bakkal,Mesut Bakkal,1964-03-19,48,Turkey,
455991,/coach/455991/nuno-herlander-simoes-espirito-santo/,N. Simões Espírito Santo,Nuno Herlander Simões Espírito Santo,1974-01-25,38,Portugal,
456014,/coach/456014/jorge-luis-sampaoli-moya/,J. Sampaoli Moya,Jorge Luis Sampaoli Moya,1960-03-13,52,Argentina,https://cdn.sportmonks.com/images/soccer/players/14/456014.png
456022,/coach/456022/thierry-laurey/,T. Laurey,Thierry Laurey,1964-02-17,18,France,https://cdn.sportmonks.com/images/soccer/players/22/456022.png
456033,/coach/456033/augusto-sergio-ferreira/,A. Ferreira,Augusto Sérgio Ferreira,1965-09-07,54,Brazil,
456038,/coach/456038/gian-piero-gasperini/,G. Gasperini,Gian Piero Gasperini,1958-01-26,27,Italy,
456040,/coach/456040/vagner-carmo-mancini/,V. Carmo Mancini,Vágner Carmo Mancini,1966-10-24,54,Brazil,
456080,/coach/456080/joseba-imanol-idiakez-barkaiztegui/,J. Idiakez Barkaiztegui,Joseba Imanol Idiakez Barkaiztegui,1972-03-14,45,Spain,
456085,/coach/456085/michael-oenning/,M. Oenning,Michael Oenning,1965-09-27,21,Germany,https://cdn.sportmonks.com/images/soccer/players/21/456085.png
456113,/coach/456113/erik-ten-hag/,E. ten Hag,Erik ten Hag,1970-02-02,34,Netherlands,https://cdn.sportmonks.com/images//soccer/players/17/456113.png
456140,/coach/456140/hector-fernando-marecos-silvera/,H. Marecos Silvera,Héctor Fernando Marecos Silvera,1979-01-04,58,Paraguay,
456153,/coach/456153/stephane-moulin/,S. Moulin,Stéphane Moulin,1967-08-04,18,France,https://cdn.sportmonks.com/images/soccer/players/25/456153.png
456159,/coach/456159/jim-bentley/,J. Bentley,Jim Bentley,1976-06-11,14,England,
456170,/coach/456170/kazimierz-moskal/,K. Moskal,Kazimierz Moskal,1967-01-09,37,Poland,
456247,/coach/456247/christophe-pelissier/,C. Pélissier,Christophe Pélissier,1965-10-05,18,France,
456268,/coach/456268/christian-michelsen/,C. Michelsen,Christian Michelsen,1973-03-14,36,Norway,
456309,/coach/456309/julio-cesar-falcioni/,J. Falcioni,Julio César Falcioni,1956-07-20,52,Argentina,
456360,/coach/456360/carlos-corberan-vallet/,C. Corberán Vallet,Carlos Corberán Vallet,1983-04-07,45,Spain,
456409,/coach/456409/luis-miguel-carrion-delgado/,L. Carrión Delgado,Luis Miguel Carrión Delgado,1979-02-07,45,Spain,
456414,/coach/456414/dag-eilev-akkerhaugen-fagermo/,D. Fagermo,Dag-Eilev Akkerhaugen Fagermo,1967-01-18,36,Norway,https://cdn.sportmonks.com/images/soccer/players/30/456414.png
456423,/coach/456423/jagoba-arrasate-elustondo/,J. Arrasate,Jagoba Arrasate Elustondo,1978-04-22,45,Spain,https://cdn.sportmonks.com/images/soccer/players/7/456423.png
456450,/coach/456450/michael-kollner/,M. Köllner,Michael Köllner,1969-12-29,21,Germany,
456463,/coach/456463/ollie-horgan/,O. Horgan,Ollie Horgan,,25,Republic of Ireland,
456483,/coach/456483/olivier-frapolli/,O. Frapolli,Olivier Frapolli,1971-09-27,18,France,https://cdn.sportmonks.com/images/soccer/players/3/456483.png
456549,/coach/456549/valdas-dambrauskas/,V. Dambrauskas,Valdas Dambrauskas,1977-01-07,30,Lithuania,
456552,/coach/456552/alfredo-aglietti/,A. Aglietti,Alfredo Aglietti,1970-09-16,27,Italy,
456555,/coach/456555/ron-jans/,R. Jans,Ron Jans,1958-09-29,34,Netherlands,https://cdn.sportmonks.com/images/soccer/players/11/456555.png
456588,/coach/456588/jose-ricardo-mannarino/,J. Mannarino,Jose Ricardo Mannarino,1971-06-05,54,Brazil,
456603,/coach/456603/michel-der-zakarian/,M. Der Zakarian,Michel Der Zakarian,1963-02-18,3,Armenia,https://cdn.sportmonks.com/images/soccer/players/27/456603.png
456625,/coach/456625/jurgen-streppel/,J. Streppel,Jurgen Streppel,1969-06-25,34,Netherlands,
456646,/coach/456646/julio-velazquez-santiago/,J. Velázquez Santiago,Julio Velázquez Santiago,1981-10-05,45,Spain,https://cdn.sportmonks.com/images/soccer/players/6/456646.png
456647,/coach/456647/jacek-zielinski/,J. Zielinski,Jacek Zielinski,1961-03-22,37,Poland,
456650,/coach/456650/henk-de-jong/,H. de Jong,Henk de Jong,1964-08-27,34,Netherlands,
456665,/coach/456665/marius-ninel-sumudica/,M. Şumudică,Marius Ninel Şumudică,1971-03-04,39,Romania,
456680,/coach/456680/igor-jovicevic/,I. Jovičević,Igor Jovičević,1973-11-30,10,Croatia,
456904,/coach/456904/leszek-ojrzynski/,L. Ojrzynski,Leszek Ojrzynski,1972-05-31,37,Poland,
456984,/coach/456984/piotr-stokowiec/,P. Stokowiec,Piotr Stokowiec,1972-05-25,37,Poland,
456991,/coach/456991/didier-santini/,D. Santini,Didier Santini,1968-09-07,18,France,
457036,/coach/457036/marco-rossi/,M. Rossi,Marco Rossi,1964-09-09,27,Italy,
457107,/coach/457107/jimmy-thelin/,J. Thelin,Jimmy Thelin,1978-03-14,46,Sweden,
457206,/coach/457206/alain-pochat/,A. Pochat,Alain Pochat,1967-08-01,18,France,
